"lng","lat","name","type","area_km2"
-0.710785188541549,53.1343750024766,"Hill Holt Wood","Other Sports Facility",0.152538725981503
-1.17642518942324,53.1279588642403,"Berry Hill Park","Public Park Or Garden",0.259811428065765
-1.16698594212475,53.1278649747423,"King George V Playing Field","Playing Field",0.12249254259432
-1.11982187039786,53.1561108140502,"Vicar Water Country Park","Public Park Or Garden",0.883239719089536
-1.05591802816526,53.1224528693634,"Lockwell Hill Activity Centre","Other Sports Facility",0.17076639313003
-0.954966957533658,53.0709745441055,NA,"Other Sports Facility",0.106000881746155
-0.820897462130529,53.0673387235784,"Sconce And Devon Park","Public Park Or Garden",0.149242256210976
-3.04364235185962,53.2711911607117,"The University of Liverpool Botanic Gardens","Public Park Or Garden",0.248745244795813
-1.47983893934569,53.3192604779062,"Greenhill Park","Public Park Or Garden",0.120191763536368
-1.48744589091503,53.3029406462803,NA,"Other Sports Facility",0.103196200285868
-1.41150709600818,53.2457413560823,"Tapton Park","Public Park Or Garden",0.101745032500238
-1.34771798550956,53.2553441135281,"Poolsbrook Country Park","Public Park Or Garden",0.729503232008394
-1.43256893347864,53.2326292588885,"Queen's Park Sports Centre","Other Sports Facility",0.115912885961629
-1.46617542152421,53.2508869668801,"Holmebrook Valley Park","Public Park Or Garden",0.583423326698817
-1.38507213751987,53.20250363638,"Grassmoor Country Park","Public Park Or Garden",0.338002701968091
-1.31564688851425,53.1723674554506,"Hardwick Park","Public Park Or Garden",4.12193785731932
-1.40237033844094,53.1662990899198,"Sharley Park Leisure Centre","Other Sports Facility",0.150475240999237
-1.29342170541284,53.1543458618467,"Silverhill Wood Country Park","Public Park Or Garden",1.17025734197298
-1.28297452019569,53.1332300515723,"Brierley Forest Park","Public Park Or Garden",0.741232146417004
-1.24790165040771,53.1237450648084,"Sutton Lawn","Public Park Or Garden",0.307335016218024
-1.25116494567007,53.1258606687428,"Sutton Lawn Playing Fields","Playing Field",0.14808814478514
-1.39537319996543,53.0938652695342,"Alfreton Park","Public Park Or Garden",0.129040784353501
-1.50598011485924,53.0714427628795,"Alderwasley Park","Public Park Or Garden",0.47889538755472
-1.35954051942671,53.0720921579753,"Riddings Park","Public Park Or Garden",0.207427287164374
-1.3730101102595,53.0592765195379,"Midland Railway Centre","Public Park Or Garden",0.115035188638874
-0.393057975315364,53.4830643724945,"Moortown Park","Public Park Or Garden",0.101748579640355
-0.516351185879843,53.3275213603899,"Hackthorn Park","Public Park Or Garden",0.410959049690542
-0.528408374380195,53.2658339594548,"Riseholme Park","Public Park Or Garden",0.236672214843224
-0.433766618142605,53.2704709729517,"Sudbrooke Park","Public Park Or Garden",0.552258997651567
-0.224430627197999,53.3056342912197,"Panton Park","Public Park Or Garden",0.113557692287331
-0.47780141512147,53.2595475799246,"Longdales Park","Playing Field",0.127741618452868
-0.479626113508551,53.1933158144409,"Branston Park","Public Park Or Garden",0.290927242963657
0.195124143594875,53.1786997792652,"Gunby Park","Public Park Or Garden",0.47162309800324
0.154576563798319,53.1880591194382,"Scremby Park","Public Park Or Garden",0.508355938176829
0.1785787345685,53.1797785763849,"Candlesby Park","Public Park Or Garden",0.206115386932585
-0.00523885449617959,53.1966448520768,"Snipe Dales Country Park","Public Park Or Garden",0.515984651005227
-0.0972045668196941,53.1763793116733,"Scrivelsby Park","Public Park Or Garden",1.09154522619331
-0.585681299911177,53.0530385664363,"Leadenham Park","Public Park Or Garden",0.315729613065297
-2.2054220407866,53.0725497318625,NA,"Public Park Or Garden",0.240483223612493
-2.20030600665129,53.0613437625343,NA,"Public Park Or Garden",0.150248150769538
-2.18698304130972,53.0694341718545,"Monks-Neil Park","Public Park Or Garden",0.143282581406669
-2.21591913985757,53.3270586901747,"Wilmslow Park","Public Park Or Garden",0.130708494491259
-2.23715101224568,53.3322213701604,"Boddington Playing Fields","Playing Field",0.277631054768738
-2.22136334987467,53.0837041174665,"Birchenwood Country Park","Public Park Or Garden",0.233328815971577
-2.22179320865601,53.087654040762,NA,"Playing Field",0.164016584857634
-2.25328477870032,53.0780439055268,NA,"Playing Field",0.123379654210159
-2.24332694868901,53.0726900001216,"Bathpool Park","Public Park Or Garden",0.79458113315963
-2.3025008996065,53.182656940668,"Brereton Heath Nature Reserve","Public Park Or Garden",0.339746522958147
-2.22755784061161,53.1589188546869,"Astbury Mere Country Park","Public Park Or Garden",0.28905589819226
-2.27668682598148,53.2601855766431,"Astle Park","Public Park Or Garden",0.205181745624544
-2.24913468044159,53.3265170194553,"Lindow Common","Public Park Or Garden",0.177044412874495
-2.38211306814208,53.1382140956621,"Sandbach United Football Club","Playing Field",0.103376504009832
-2.38380900449689,53.3276627923413,"Japanese Gardens","Public Park Or Garden",0.14853195745662
-2.37960451551364,53.3054880997447,"The Heath","Public Park Or Garden",0.127610220784726
-2.46707318861572,53.0966329430511,"Queen's Park","Public Park Or Garden",0.156522947233635
-2.47395374512872,53.0975471063266,"King George V Playing Fields","Playing Field",0.115445040988349
-2.48198781163111,53.2593136077038,"Griffiths Park","Public Park Or Garden",0.238099278885245
-2.52390647556957,53.0608246642044,"Nantwich Riverside","Public Park Or Garden",0.192512262879218
-2.51358231066408,53.0728462591898,NA,"Playing Field",0.114321189606647
-2.50813293259348,53.2759989234512,"Marbury Country Park","Public Park Or Garden",3.2048272411389
-2.53219466847723,53.2565629737933,"Moss Farm Recreation Centre","Other Sports Facility",0.266280180027384
-2.48810708503042,53.3217550555525,"Terrace Park","Public Park Or Garden",0.124331494767237
-2.48328689253465,53.3172012310746,"Arley Park","Public Park Or Garden",0.574972935483318
-2.54382693211671,53.2004364792718,"Knights Grange Sports Complex","Other Sports Facility",0.772452630793272
-1.88283520650837,52.5610300806923,"King George's Field","Playing Field",0.107599627201851
-1.90132156169892,52.5280563754198,"Perry Park","Playing Field",0.123790760865623
-1.88539306899727,52.5290312830831,NA,"Other Sports Facility",0.17420006257841
-1.89730202203088,52.4599114259201,"Calthorpe Park","Public Park Or Garden",0.132971818264309
-1.88318154059971,52.5056608612585,"Aston Park","Public Park Or Garden",0.221144120927587
-1.89938232737575,52.5481930313303,"Aldridge Road Recreation Ground","Playing Field",0.12705071398746
-1.92436058536937,52.509224251124,"Handsworth Park","Public Park Or Garden",0.274921425375351
-1.9171884003751,52.5182536107098,NA,"Playing Field",0.107704430209108
-1.91219617453181,52.5230181660218,"Perry Hall Playing Fields","Playing Field",0.629553235675272
-1.94535653071374,52.6521255385936,"Brownhills Common","Public Park Or Garden",0.701721748581611
-1.92788029089308,52.6308231574541,"Oak Park Active Living","Other Sports Facility",0.14699918612834
-1.96422099344605,52.5234850407734,"Sandwell Valley Country Park","Public Park Or Garden",1.3957146354663
-1.94118552113626,52.5472738629007,"Red House Park","Public Park Or Garden",0.182951208360738
-1.97145392375508,52.4706872992027,"Lightwoods Park","Public Park Or Garden",0.117044336489786
-1.93918790509247,52.4835095606221,"Summerfield Park","Public Park Or Garden",0.154232647125284
-1.9468575991711,52.5601621303864,NA,"Other Sports Facility",0.339616071997357
-1.96276926728904,52.4900463647529,"Victoria Park","Public Park Or Garden",0.142750115880627
-1.93275084765796,52.59112297499,NA,"Playing Field",0.334527407778686
-1.95694169334852,52.5972644415889,"Park Lime Pits Country Park","Public Park Or Garden",0.138308124893131
-1.958466993557,52.5841075160687,NA,"Public Park Or Garden",0.641830177071788
-1.97448483633642,52.6090388562099,NA,"Public Park Or Garden",0.124988492910058
-1.96741830275179,52.6219162608131,"Pelsall Common","Public Park Or Garden",0.181871435096399
-1.98067063271864,52.5201522469432,"Dartmouth Park","Public Park Or Garden",0.268941337007833
-1.97411094680298,52.5218312744808,"King George Playing Fields","Playing Field",0.221795368878346
-1.98087444853608,52.4727732788682,"Warley Park","Public Park Or Garden",0.248654754338772
-2.00401051283608,52.4844185177973,"Barnford Hill Park","Public Park Or Garden",0.114052306496782
-2.0006768618251,52.5933430751927,"Reeds Wood Park","Public Park Or Garden",0.243059431312948
-1.97283486536763,52.6358249598216,NA,"Public Park Or Garden",0.167250348413476
-2.01866453114402,52.6390350677306,NA,"Playing Field",0.104867156514043
-2.01567596279344,52.5224522564064,"Greets Green Playing Fields","Playing Field",0.118038331241556
-2.02303891682325,52.6030141165152,"Rough Wood Country Park","Public Park Or Garden",1.06720536513647
-2.00712113953076,52.62330755749,"King George's Field","Playing Field",0.16234297737639
-2.02784021153247,52.4935821741236,"Lion Farm Playing Fields","Playing Field",0.155843522486879
-1.98969901152082,52.4956918419763,"West Smethwick Park","Public Park Or Garden",0.201439963347623
-2.0380645710323,52.498992102513,"Bury Hill Park","Public Park Or Garden",0.291157390614218
-2.06286372643781,52.586607913944,"Memorial Park","Public Park Or Garden",0.142882218294302
-2.06281194434193,52.4632335011373,"Haden Hill Park","Public Park Or Garden",0.366630994247703
-2.03529559987812,52.5231018679489,"Sheepwash Urban Park","Public Park Or Garden",0.387091065462061
-2.06050430122366,52.524847128,"Victoria Park","Public Park Or Garden",0.134046403288311
-2.04433782668593,52.6611137114719,"Cheslyn Hay Leisure Centre","Other Sports Facility",0.115649357216841
-2.04692248798362,52.51184587476,"Tividale Park","Public Park Or Garden",0.112367457264546
-2.04728953330013,52.538385156984,"Jubilee Park","Public Park Or Garden",0.114721175771258
-2.06800398358183,52.4931877687378,"Warrens Hall Park","Public Park Or Garden",0.400927701347265
-2.0969561232824,52.5785781142809,"East Park","Public Park Or Garden",0.193288210316743
-2.09181758577936,52.5233426660686,"Bluebell Park","Public Park Or Garden",0.222829064690757
-2.11963573446333,52.5986606389799,"Fowler Playing Fields","Playing Field",0.244520463632972
-2.10296364994117,52.510237749916,"Grange Park","Public Park Or Garden",0.142278072433502
-2.13839394020734,52.589224225364,"West Park","Public Park Or Garden",0.188813525176726
-2.14702612910212,52.6068205372286,NA,"Other Sports Facility",0.219978980228714
-2.16396734297396,52.6195670117084,NA,"Public Park Or Garden",0.104167621494656
-2.16236928797596,52.5217947822512,"Himley Park","Public Park Or Garden",0.648546424406877
-2.15206496208184,52.5313113414202,"Baggeridge Country Park","Public Park Or Garden",0.776775907991493
-2.19023801483346,52.573192682029,"Rugby Football Union National Centre For Schools And Youth","Other Sports Facility",0.107297848832691
-2.15544724492815,52.5789745891373,"Bantock Park","Public Park Or Garden",0.171124107312818
-2.15769433525042,52.5661103712452,"Windsor Avenue Playing Fields","Playing Field",0.107412362729912
-2.1699236006211,52.6014412148868,NA,"Playing Field",0.152880826816111
-2.23373817382033,52.5046006774324,"Highgate Common Country Park","Public Park Or Garden",1.14178773349493
-1.99501691123352,52.447472500471,"Woodgate Valley Country Park","Public Park Or Garden",2.01452866892311
-1.98413041006913,52.4368297906272,"Senneleys Park","Playing Field",0.392803933829162
-1.94528995912462,52.4423882485346,"Selly Oak Park","Public Park Or Garden",0.128511654032201
-1.90880734085871,52.4423064631513,"Moor Green Sports Centre","Other Sports Facility",0.141590399921616
-1.90547273493681,52.4466448239305,"Cannon Hill Park","Public Park Or Garden",0.696347417746216
-1.90034529893115,52.4321295427749,"King's Heath Park","Public Park Or Garden",0.112029189992667
-1.89977624123919,52.4383573082763,"Highbury Park","Public Park Or Garden",0.284447382170685
-1.87454017414788,52.4244278195731,"Billesley Common","Public Park Or Garden",0.194551977246599
-1.87429452954413,52.4260569373337,NA,"Other Sports Facility",0.224541668708283
-1.9785112918104,52.4213540510031,"Ley Hill Recreation Ground","Public Park Or Garden",0.197791897447485
-1.96065889934989,52.4235842022095,"Manor Farm Park","Public Park Or Garden",0.200107342654018
-1.94062676141119,52.4224952743964,"Rowheath Playing Fields","Playing Field",0.102808919494137
-2.10142600104889,52.4187097184191,"Clent Hills Country Park","Public Park Or Garden",1.63541150281426
-2.11069174926355,52.4244089998934,"Hagley Park","Public Park Or Garden",0.803448852754116
-2.11575137119139,52.4498200460058,"Stevens Park","Public Park Or Garden",0.26840350749138
-2.14911460787984,52.4481224636042,"Mary Stevens Park","Public Park Or Garden",0.12497746188472
-1.87256180018728,52.4054948805604,"Daisy Farm Park","Public Park Or Garden",0.108295930636967
-1.9304612987913,52.4102231551651,"King's Norton Park","Public Park Or Garden",0.100390153391784
-2.25316943367909,52.4337515618291,"Kingsford Forest Park","Public Park Or Garden",0.888241220882122
-2.03825699670807,52.3963182693296,"Waseley Hills Country Park","Public Park Or Garden",0.609452527950227
-2.24242716879022,52.3996214213309,"Springfield Park","Public Park Or Garden",0.199071962121682
-1.9470374453457,52.3887873379949,"Wast Hills Playing Fields","Playing Field",0.211041678121839
-2.00214899689825,52.3720484908431,"Lickey Hills","Public Park Or Garden",2.12255750006649
-1.99360117955982,52.3841554656937,"Cofton Park","Public Park Or Garden",0.509256538187687
-1.89533893836836,52.3757383787399,NA,"Other Sports Facility",0.17192943530391
-1.88758807793964,52.3851198537355,"Wythall Park","Playing Field",0.142483643645354
-1.91025278992394,52.4011479530639,NA,"Other Sports Facility",0.211938653504909
-2.07087323930293,52.3334048313099,"Sanders Park","Public Park Or Garden",0.14891813116822
-1.91001951295823,52.3045648722032,"Arrow Valley Park","Public Park Or Garden",2.15168731410035
-1.90371774860698,52.2913089648955,NA,"Playing Field",0.110125498527969
-2.13058154586834,52.2756066312434,"Impney Park","Public Park Or Garden",0.102914796197508
-2.06292539448968,52.3270554440756,"Bromsgrove School Sports Centre","Other Sports Facility",0.107281369215749
-2.14326269045776,52.2630786810071,"Lido Park Droitwich","Public Park Or Garden",0.154294201420666
-2.16278555261613,52.2687290635001,NA,"Other Sports Facility",0.140393704885509
-2.1210311534784,52.2679098800874,"Droitwich Rugby Football Club","Playing Field",0.114615996334754
-1.96012975703622,52.2860725677163,"Morton Stanley Park","Public Park Or Garden",0.213345279526803
-1.97640991060609,51.7152809950291,"Home Park","Public Park Or Garden",0.168317228748034
-1.9102983858939,51.7178988666509,"Ampney Park","Public Park Or Garden",0.354753916150387
-1.98223088322437,51.424530888658,"Blackland Park","Public Park Or Garden",0.116087708182211
-2.00110798461358,51.454640453329,"Beversbrook Sports and Community Facility","Other Sports Facility",0.178607928694238
-1.95899393995712,51.6603160249772,"Cotswold Country Park And Beach","Public Park Or Garden",0.45629902486289
-1.98999815138534,51.7075424340789,NA,"Other Sports Facility",0.130549501763461
-2.08508620667869,51.4482159345891,"Stanley Park Sports Ground","Playing Field",0.148005518264154
-2.06561736767761,51.4065532207014,"Spye Park","Public Park Or Garden",2.41395178658549
-2.08835847579015,51.412935767643,"Bowden Park","Public Park Or Garden",0.349195964593265
-1.998620008289,51.4273730914376,NA,"Other Sports Facility",0.101466975573346
-2.11202385451765,51.3642437030076,NA,"Playing Field",0.203394266340135
-2.11333797592873,51.4497611550756,"Westmead Open Space","Public Park Or Garden",0.302365205997356
-2.10955048570803,51.4587081857398,"Monkton Park","Public Park Or Garden",0.116590130094444
-2.19669505724347,51.6070889136828,NA,"Playing Field",0.100629241431722
-2.19442390794909,51.5761475817257,"Pinkney Park","Public Park Or Garden",0.280330233968699
-2.17159741701151,51.4378517505705,"Corsham Park","Public Park Or Garden",1.5295940319644
-2.14864745088621,51.4647344700915,NA,"Playing Field",0.106897386307775
-2.186199919821,51.7082443278777,"The Park","Public Park Or Garden",0.125344078284079
-2.14318830323182,51.7125824220079,NA,"Other Sports Facility",0.16322945410281
-2.26160175848962,51.3421746247329,"Barton Farm","Public Park Or Garden",0.107116527074655
-2.29699069574458,51.4358666553944,"Rocks East Woodland Educational Centre","Other Sports Facility",0.146413452529877
-2.2735456188085,51.5487348396236,"Badminton Park","Public Park Or Garden",1.76113722282471
-2.27773211601293,51.3531392918521,NA,"Playing Field",0.132478708001841
-2.3202896243718,51.3767888190955,NA,"Other Sports Facility",0.166670425223209
-2.26247946065793,51.6438852081397,"Lasborough Park","Public Park Or Garden",0.240796866832163
-1.95689744801767,51.0723000429194,"Compton Park","Public Park Or Garden",0.525089536427107
-2.02999187996725,50.8111517818195,"Kingston Lacy Park","Public Park Or Garden",0.945569672067172
-1.93891571563152,50.8602508486351,"Challenge","Other Sports Facility",0.181238193234432
-2.06212739052085,50.9706928005123,"Rushmore Park","Public Park Or Garden",0.187374377792659
-2.03999884239392,51.1491580999416,"Stockton Park","Public Park Or Garden",0.238844757995776
-1.99220522171893,51.0835275484686,"The Park","Public Park Or Garden",0.444888833511043
-2.13638688213044,51.055072174203,"Pythouse Park","Public Park Or Garden",1.43786033839474
-2.10166951107355,50.9979243658695,"Ferne Park","Public Park Or Garden",0.807251280502326
-2.10747909825572,50.8765962198452,NA,"Other Sports Facility",0.119077944208645
-2.10618021854632,50.9088288191107,"Gunville Park","Public Park Or Garden",0.338507550402813
-2.14298857593054,50.915055005702,"Harbin's Park","Public Park Or Garden",0.673810911164302
-2.07991570412995,50.9534347245108,"Tollard Park","Public Park Or Garden",0.104670170021836
-2.19399182353944,51.3135010185307,"Biss Meadows","Public Park Or Garden",0.131823694158665
-2.15781152952516,50.8532595908172,"Stour Park","Public Park Or Garden",0.147841030104901
-2.19415997835479,50.9282967063148,"Clayesmore Sports Centre","Other Sports Facility",0.124257488191994
-2.18981274323362,50.932924686084,"East Park","Public Park Or Garden",0.146556292909543
-2.17135043284248,51.0163130548326,"Wincombe Park","Public Park Or Garden",0.176514236370578
-2.2329965248786,51.3028522355626,"Southwick Country Park","Public Park Or Garden",0.5372658542644
-2.2319555690154,51.2723249281264,"Brokerswood","Public Park Or Garden",0.345522177810116
-2.24504720339952,51.1283436633608,"The Park","Public Park Or Garden",0.488622280068891
-2.26181457732366,50.8701036637805,"The Park","Public Park Or Garden",0.102703332585873
-2.34055992100314,51.2021552944814,"Marston Park","Public Park Or Garden",0.929732058582505
-2.39611050661987,50.9127995188232,"Church Park","Public Park Or Garden",0.157646820866205
-2.39083377698848,50.9163117261627,"Stock Gaylard Park","Public Park Or Garden",0.333950124216643
-2.11874188236726,52.8266775247422,"Stafford Common","Public Park Or Garden",0.456834429185685
-2.06467504419055,52.8545362902426,"Cedar Garden","Public Park Or Garden",0.191195302064295
-2.0550453139246,52.8586500582071,"Upper Park","Public Park Or Garden",0.604263467295501
-2.12288081071968,52.7942259996483,"Rowley Park Sports Stadium","Playing Field",0.132352284406415
-2.0118688548398,52.7931016337744,NA,"Public Park Or Garden",1.3506608519764
-2.01417357595419,52.8828882588422,"Fradswell Park","Public Park Or Garden",0.138940137535794
-1.93098981536579,52.8118519008672,"Blithfield Park","Public Park Or Garden",0.169683375284393
-2.36620864994529,52.7756228673893,"Norbroom Park","Public Park Or Garden",0.100382119015088
-2.38814528091072,52.7948235463165,"Puleston Park","Public Park Or Garden",0.383336891778322
-2.39912404333204,52.7597474358457,NA,"Playing Field",0.126759202083457
-2.34307966196638,52.774338626365,"Aqualate Park","Public Park Or Garden",1.13060413304182
-2.02571103855886,52.7647478787261,"Cannock Chase Country Park","Public Park Or Garden",13.2774018339123
-1.94085197723653,52.757324451822,NA,"Other Sports Facility",0.147770346434862
-2.41426757998957,52.7126484418727,"Granville Country Park","Public Park Or Garden",0.252104741145361
-2.37347159709527,52.7267629498048,"Lilleshall Hall","Other Sports Facility",0.195505574518405
-1.98387996837501,52.7098018413866,"Hednesford Hills Common","Public Park Or Garden",1.21131308807791
-2.02015239557266,52.7092170924098,NA,"Playing Field",0.100631779245369
-2.49568570799213,52.7082328949324,"Leegomery Pools","Public Park Or Garden",0.112967692763151
-2.45689219453728,52.700986453582,NA,"Public Park Or Garden",0.104820882997238
-2.44784466767982,52.707362658571,NA,"Other Sports Facility",0.151609744896534
-2.44307737124554,52.7021606317563,"Wrockwardine wood","Public Park Or Garden",0.268070233646921
-2.06667414261122,52.6856742057204,"Chase Park","Other Sports Facility",0.100213145150201
-1.92992777461416,52.6773894143782,"Burntwood Leisure Centre","Other Sports Facility",0.103984759395481
-2.36905297672655,52.7229114238119,NA,"Playing Field",0.103905938337755
-2.42630913545451,52.6888804785991,NA,"Public Park Or Garden",0.201849264336623
-2.01497726556638,52.6891289608721,"Mill Green Nature Park","Public Park Or Garden",0.27904234524445
-2.44767177175337,52.6711268020598,"Cherry Gardens","Public Park Or Garden",0.30103317376931
-1.97121740267536,52.6932971341685,"Wimblebury Mound","Public Park Or Garden",0.356121596206622
-1.94796091429924,52.6686978677126,"Chasewater","Public Park Or Garden",3.02668249358067
-2.19442199825738,53.051756473203,NA,"Other Sports Facility",0.142346391252971
-2.1941589451695,53.0517679020116,"Sproson Park","Public Park Or Garden",0.132305270190953
-2.17673415853069,53.0531146687961,NA,"Public Park Or Garden",0.139528524240497
-2.19740133433275,53.0554987154548,NA,"Public Park Or Garden",0.15422358626267
-2.21603589033546,53.0484146782473,"Westport Lake Park","Public Park Or Garden",0.35781732356223
-2.19380749135801,53.0308561280213,"Festival Park","Public Park Or Garden",0.186319266035358
-2.17451182633893,53.0343003410388,"Central Forest Park","Public Park Or Garden",0.473976685567893
-2.196018381381,53.0375363914626,"Grange Park","Public Park Or Garden",0.29865515904303
-2.17734072943334,53.0431145711331,"Sneyd Hill Park","Public Park Or Garden",0.162162547550471
-2.14092501310089,53.0282168989037,"Hulton Abbey Park","Public Park Or Garden",0.106659961259027
-2.26920085233087,53.0316659531042,"Apedale Community","Public Park Or Garden",1.63752653817181
-2.258087193083,53.0506928364637,NA,"Public Park Or Garden",0.206594051171768
-2.0071685358803,53.0305742401585,"Consall Nature Park","Public Park Or Garden",1.14847205578899
-2.17438559864177,53.0142621834572,"Hanley Park","Public Park Or Garden",0.218499449652529
-2.15652129068751,53.0031086033223,"Fenton Park","Public Park Or Garden",0.140529178562561
-2.19660015724191,53.0101124764111,"Harthill Park","Public Park Or Garden",0.136055263534774
-2.14225431238605,53.0082728168763,"Berry hill Fields","Public Park Or Garden",2.27529515343875
-2.14932563742508,53.0250360691229,"Finney Gardens","Public Park Or Garden",0.102433131157239
-2.13038798218868,53.0203614607001,NA,"Public Park Or Garden",0.235905220762407
-2.16704032362189,52.9943395584738,NA,"Playing Field",0.203059284856563
-2.14433758686056,52.9979538091127,"Fenpark","Public Park Or Garden",0.13055582528839
-2.21676720629212,53.000868750548,"Lyme Valley Parkway","Public Park Or Garden",0.230257389548072
-2.11539028050466,52.9937122528181,NA,"Public Park Or Garden",0.207356462669704
-2.10257032242628,52.9985200770086,"Parkhall Country Park","Public Park Or Garden",1.6819533842575
-2.13856983922471,52.9750516567154,"Queen's Park","Public Park Or Garden",0.177980748064794
-2.09502427347168,52.9711435006536,NA,"Public Park Or Garden",0.170686193079724
-2.10601705775068,52.985223454196,NA,"Public Park Or Garden",0.333434852724693
-2.28165093539572,53.0230787688823,"Silverdale Community Country Park","Public Park Or Garden",0.873700872859617
-2.16402736443168,52.9814454601346,NA,"Public Park Or Garden",0.348732055066761
-2.15303296118834,52.9872562412512,NA,"Public Park Or Garden",0.155208821282681
-2.21836614342093,52.9131379219837,"Swynnerton Park","Public Park Or Garden",0.116976683988294
-2.25360848917803,52.9572325932302,"Swynnerton Old Park","Public Park Or Garden",3.82939842098842
-2.20860538846981,52.9823266543297,NA,"Other Sports Facility",0.165176786130934
-1.87502949659824,52.9884074776868,"Alton Park","Public Park Or Garden",0.146101838207931
-2.08898377239552,52.9645158502775,NA,"Public Park Or Garden",0.140727971903326
-2.46314123616823,52.9128776942769,"The Park","Public Park Or Garden",0.127850371192098
-2.43829961653355,52.9327554491443,"Oakley Park","Public Park Or Garden",0.388241341117276
-2.07289723246711,51.909386168994,"Pittville Park","Public Park Or Garden",0.195115307359623
-2.10584302178939,51.9025642209185,"St Mark's Recreation Ground","Playing Field",0.117521894540646
-2.19388087445542,51.8867559924284,NA,"Playing Field",0.121641583137157
-2.0990066739754,51.8920956847235,NA,"Other Sports Facility",0.101933889061215
-2.23075767110359,51.8791272209833,"Plock Court Playing Field","Playing Field",0.233124890319332
-2.24393438503142,51.8585844075842,"Gloucester Park","Public Park Or Garden",0.123766207699871
-2.24690062409974,51.8413265670249,NA,"Other Sports Facility",0.115241937114429
-2.23348850091009,51.8344780259591,"Robinswood Hill Country Park","Public Park Or Garden",1.0521921563516
-2.29571850925539,51.8723800359221,"The Park","Public Park Or Garden",0.201245837725566
-2.11342171266238,51.8370959624016,NA,"Other Sports Facility",0.262307903012885
-1.89711521765922,51.8762039081754,"Salperton Park","Public Park Or Garden",0.319655326660442
-2.1002998667934,51.8451668624988,"Crickley Hill Country Park","Public Park Or Garden",0.63801665884005
-2.2523303220412,51.7712143713671,"Standish Park","Public Park Or Garden",1.23690363897672
-2.22462929305396,51.7502080854197,NA,"Other Sports Facility",0.121226827498624
-2.21817752937681,51.7325020091953,NA,"Public Park Or Garden",0.879075157811143
-2.01097933959124,51.721811732625,NA,"Other Sports Facility",1.21744998065867
-1.88448490795994,51.7520817264413,"Barnsley Park","Public Park Or Garden",1.45766427959727
-2.24443620495068,52.2224562656471,"Hallow Park","Public Park Or Garden",0.579879233303619
-2.21014823366762,52.2142784797497,"Perdiswell Leisure Centre","Other Sports Facility",0.281742243498981
-2.20081372570283,52.2038251693369,"King George's Field","Playing Field",0.140522370538903
-2.23270694088712,52.2005821193115,NA,"Playing Field",0.129006833003622
-2.17997101337139,52.1876421373071,"Worcester Woods Country Park","Public Park Or Garden",0.344262502036901
-2.1615184431125,52.2159218760023,NA,"Other Sports Facility",0.174043921725182
-2.15753959973817,52.2169802813354,"Worcester Rugby Football Club","Playing Field",0.125961153093257
-2.15113900739963,52.1817223165514,NA,"Public Park Or Garden",0.116722296980096
-2.31823757472012,52.122842971178,"Link Common","Public Park Or Garden",0.19634144021661
-2.45970272140173,52.1910238340884,"Brockhampton Park","Public Park Or Garden",0.637347750192861
-2.31290077244807,52.105294019874,NA,"Other Sports Facility",0.142298127314671
-2.28186401175945,52.1267867038984,"Rock Garden","Public Park Or Garden",0.166066310471802
-2.32578466557796,52.097363100325,"Malvern Common","Public Park Or Garden",0.626581321615992
-2.28222370557198,52.0891453927306,"Blackmore Park","Public Park Or Garden",0.115730166596885
-2.22923249768043,52.0806945940018,"The Park","Public Park Or Garden",0.21531187295597
-2.41663054289181,52.032560797959,"Ledbury Park","Public Park Or Garden",0.161984974182
-2.1576979144425,51.9874874860227,"King George's Field","Playing Field",0.113766823830571
-2.50119154236515,51.984176857548,"Homme House Park","Public Park Or Garden",0.490620033631522
-2.060745455197,51.9379862039236,"Bishops Cleeve Sports Field","Other Sports Facility",0.121825892996391
-2.37645205976047,51.4088164589157,NA,"Other Sports Facility",0.2912067465274
-2.3739640128531,51.3867262232152,"Royal Victoria Park","Public Park Or Garden",0.215643099031518
-2.37112576999846,51.3896980031844,"Bath Approach Golf Course","Other Sports Facility",0.15433809773116
-2.3937922887172,51.5443434740543,"The Ridings Playing Field","Playing Field",0.179532083849869
-2.35137240033306,51.5144471267296,"Dodington Park","Public Park Or Garden",2.03768839895123
-2.42999173029796,51.5348356110878,"The Common","Public Park Or Garden",0.499171614907157
-2.42435792726809,51.554643816407,NA,"Other Sports Facility",0.143931843960622
-2.37330484960057,51.3614837476111,"Odd Down Sports Ground","Other Sports Facility",0.165746952522782
-2.38960039807431,51.4112692205543,NA,"Playing Field",0.109994908205537
-2.36770867650338,51.4809872456213,"Dyrham Park","Public Park Or Garden",0.855304219090887
-2.4786124676791,51.4651062785422,"Siston Common","Public Park Or Garden",0.326177505499315
-2.47649799835862,51.4787046552825,"Pomphrey Hill Playing Field","Playing Field",0.155197724072775
-2.49677298380212,51.491838129404,NA,"Other Sports Facility",0.10475511998129
-2.49761872368656,51.4236629842274,"Somerdale Pavilion","Other Sports Facility",0.208401436417704
-2.49544286876413,51.5310428249988,"Hoopers Farm Playing Field","Playing Field",0.111882367356565
-2.47988422674577,51.6718821848915,"Whitcliff Park","Public Park Or Garden",1.27203362123619
-2.46536113307703,51.630691764596,"Eastwood Park","Public Park Or Garden",0.578135897591361
-2.5350896888372,51.4553882672553,"Troopers Hill","Public Park Or Garden",0.137252405928461
